Title,Location,Link,Distance,Review_Score,Ketegori,Number_Of_Reviews,Details
"The Taj Mahal Tower Mumbai
"Bentley Hotel Marine Drive
Opens in new window","Churchgate, Mumbai",https://www.booking.com/hotel/in/bentley.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=374&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910117&all_sr_blocks=54919506_90855185_0_1_0&highlighted_blocks=54919506_90855185_0_1_0&matching_block_id=54919506_90855185_0_1_0&sr_pri_blocks=54919506_90855185_0_1_0__2527000&from_beach_sr=1&beach_sr_walking_distance=2012&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,3.6,8.1,Very good ,171.0,Standard Double Room
"Oritel Service Apartments Andheri Mumbai
Opens in new window","Powai, Mumbai",https://www.booking.com/hotel/in/oritel-service-apartments.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=375&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910117&all_sr_blocks=40895403_288559007_2_42_0&highlighted_blocks=40895403_288559007_2_42_0&matching_block_id=40895403_288559007_2_42_0&sr_pri_blocks=40895403_288559007_2_42_0__4900000&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,17.9,7.4,Good ,6.0,Studio Apartment
"Hotel Leafio Marigold-Near Airport
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/leafio-marigold.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=376&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=326520601_270352266_2_42_0&highlighted_blocks=326520601_270352266_2_42_0&matching_block_id=326520601_270352266_2_42_0&sr_pri_blocks=326520601_270352266_2_42_0__3039440&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,16.9,6.7,Review score ,189.0,Superior Twin Room
"Hotel Ashray International, Sion
Opens in new window","Central, Mumbai",https://www.booking.com/hotel/in/ashray-international.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=377&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=82372801_173572782_2_0_0&highlighted_blocks=82372801_173572782_2_0_0&matching_block_id=82372801_173572782_2_0_0&sr_pri_blocks=82372801_173572782_2_0_0__2590000&from_beach_sr=1&beach_sr_walking_distance=2629&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,9.7,8.1,Very good ,25.0,Premium Room
"Shivyog guesthouse
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/shivyog-guesthouse.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=378&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=536486205_241536863_2_0_0&highlighted_blocks=536486205_241536863_2_0_0&matching_block_id=536486205_241536863_2_0_0&sr_pri_blocks=536486205_241536863_2_0_0__910350&from_beach_sr=1&beach_sr_walking_distance=1390&from=searchresults#hotelTmpl,18.9,10.0,Exceptional ,3.0,Budget Double Room
"Hotel New Suite
Opens in new window","Central Suburbs, Mumbai",https://www.booking.com/hotel/in/new-radisson-suite.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=379&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=745506002_330424241_2_1_0&highlighted_blocks=745506002_330424241_2_1_0&matching_block_id=745506002_330424241_2_1_0&sr_pri_blocks=745506002_330424241_2_1_0__1927800&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,12.9,5.0,Review score ,47.0,Deluxe King Room
"Dragonfly Hotel- The Art Hotel
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/dragonfly.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=380&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=39417501_264060852_0_41_0&highlighted_blocks=39417501_264060852_0_41_0&matching_block_id=39417501_264060852_0_41_0&sr_pri_blocks=39417501_264060852_0_41_0__4997000&from_beach_sr=1&from=searchresults#hotelTmpl,16.4,7.1,Good ,224.0,Deluxe Double or Twin Room with Airport Transfers
"Villa by the Sea
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/villa-by-the-sea-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=381&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=699739701_288413198_4_1_0&highlighted_blocks=699739701_288413198_4_1_0&matching_block_id=699739701_288413198_4_1_0&sr_pri_blocks=699739701_288413198_4_1_0__9450000&from_beach_sr=1&beach_sr_walking_distance=506&from=searchresults#hotelTmpl,22.4,8.3,Very good ,14.0,Two-Bedroom Villa
"Sea Palace Hotel - near Gateway of India
Opens in new window","Colaba, Mumbai",https://www.booking.com/hotel/in/sea-palace.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=382&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=26209202_289811058_2_42_0&highlighted_blocks=26209202_289811058_2_42_0&matching_block_id=26209202_289811058_2_42_0&sr_pri_blocks=26209202_289811058_2_42_0__3291750&from_beach_sr=1&from=searchresults#hotelTmpl,5.7,6.9,Review score ,61.0,Non-Sea facing Room
"FabHotel Byaris International
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/fabhotel-the-international-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=383&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=703559002_331254549_2_0_0&highlighted_blocks=703559002_331254549_2_0_0&matching_block_id=703559002_331254549_2_0_0&sr_pri_blocks=703559002_331254549_2_0_0__1968624&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,15.7,6.9,Review score ,161.0,Standard Double Room
"Garden Creek Residency - Near Mumbai Airport
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/garden-creek-residency-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=384&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=826870201_350885133_0_0_0&highlighted_blocks=826870201_350885133_0_0_0&matching_block_id=826870201_350885133_0_0_0&sr_pri_blocks=826870201_350885133_0_0_0__1812173&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,16.7,7.1,Good ,44.0,Deluxe Double Room
"Hotel Sai Neel
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/sai-neel-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=385&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=800360002_340989534_2_2_0&highlighted_blocks=800360002_340989534_2_2_0&matching_block_id=800360002_340989534_2_2_0&sr_pri_blocks=800360002_340989534_2_2_0__2110500&from_beach_sr=1&beach_sr_walking_distance=1737&from=searchresults#hotelTmpl,16.5,8.4,Very good ,5.0,Standard Double or Twin Room
"Hotel Metro Plaza
Opens in new window","Central Suburbs, Mumbai",https://www.booking.com/hotel/in/metro-plaza-mumbai12.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=386&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=843396901_351173291_2_0_0&highlighted_blocks=843396901_351173291_2_0_0&matching_block_id=843396901_351173291_2_0_0&sr_pri_blocks=843396901_351173291_2_0_0__1323000&from_beach_sr=1&from=searchresults#hotelTmpl,13.8,6.5,Review score ,2.0,Deluxe Double or Twin Room
"OYO 10006 Hotel Blue Bay
Opens in new window","Central Suburbs, Mumbai",https://www.booking.com/hotel/in/oyo-10006-blue-bay-mumbai1234567.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=387&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=461576002_348339306_2_0_0&highlighted_blocks=461576002_348339306_2_0_0&matching_block_id=461576002_348339306_2_0_0&sr_pri_blocks=461576002_348339306_2_0_0__1029107&from_beach_sr=1&from=searchresults#hotelTmpl,19.3,3.1,Review score ,12.0,Standard Double Room
"OYO 84997 Cozy Stay Ulwe
Opens in new window",Mumbai,https://www.booking.com/hotel/in/oyo-84997-cozy-stay-ulwe.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=388&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=805904102_343817493_2_0_0&highlighted_blocks=805904102_343817493_2_0_0&matching_block_id=805904102_343817493_2_0_0&sr_pri_blocks=805904102_343817493_2_0_0__760445&from_beach_sr=1&from=searchresults#hotelTmpl,21.1,2.0,Review score ,3.0,Classic Triple Room
"Treebo Trend Royal Grand Saki Naka
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/oyo-rooms-mumbai-sakinaka-metro-station.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=390&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=248826202_350670559_2_1_0&highlighted_blocks=248826202_350670559_2_1_0&matching_block_id=248826202_350670559_2_1_0&sr_pri_blocks=248826202_350670559_2_1_0__1614389&from_beach_sr=1&from=searchresults#hotelTmpl,16.6,6.7,Review score ,24.0,Standard Double Room
"Krishna Palace Hotel
Opens in new window","South Mumbai, Mumbai",https://www.booking.com/hotel/in/krishna-palace-residency.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=391&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=25979501_342183622_2_2_0&highlighted_blocks=25979501_342183622_2_2_0&matching_block_id=25979501_342183622_2_2_0&sr_pri_blocks=25979501_342183622_2_2_0__3543183&from_beach_sr=1&beach_sr_walking_distance=784&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,0.9,7.0,Good ,201.0,Deluxe Twin Room
"Hotel Garden Park - Near BKC
Opens in new window","Central Suburbs, Mumbai",https://www.booking.com/hotel/in/garden-park-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=392&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=877870401_356826628_2_0_0&highlighted_blocks=877870401_356826628_2_0_0&matching_block_id=877870401_356826628_2_0_0&sr_pri_blocks=877870401_356826628_2_0_0__1505385&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,11.6,6.5,Review score ,13.0,Deluxe Double Room
"Hotel Cliffton
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/cliffton-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=393&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=610070101_270574464_0_42_0&highlighted_blocks=610070101_270574464_0_42_0&matching_block_id=610070101_270574464_0_42_0&sr_pri_blocks=610070101_270574464_0_42_0__3018870&from_beach_sr=1&from=searchresults#hotelTmpl,18.7,7.7,Good ,13.0,Deluxe King Room
"Hotel Shabana - Colaba Causeway
Opens in new window","Colaba, Mumbai",https://www.booking.com/hotel/in/shabana-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=394&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=404521310_297724582_2_0_0&highlighted_blocks=404521310_297724582_2_0_0&matching_block_id=404521310_297724582_2_0_0&sr_pri_blocks=404521310_297724582_2_0_0__1271813&from_beach_sr=1&from=searchresults#hotelTmpl,5.2,6.2,Review score ,181.0,Deluxe Family Room
"Capital O 91239 Hotel Sai Paradise
Opens in new window",Mumbai,https://www.booking.com/hotel/in/capital-o-91239-sai-paradise.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=396&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=874517402_357344364_2_0_0&highlighted_blocks=874517402_357344364_2_0_0&matching_block_id=874517402_357344364_2_0_0&sr_pri_blocks=874517402_357344364_2_0_0__1099844&from_beach_sr=1&from=searchresults#hotelTmpl,36.6,9.0,Superb ,1.0,Classic Triple Room
"Collection O 61748 Guru Heritage Kalamboli
Opens in new window",Mumbai,https://www.booking.com/hotel/in/collection-o-61748-royal-stay-kalamboli.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=397&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=668489702_343656700_2_0_0&highlighted_blocks=668489702_343656700_2_0_0&matching_block_id=668489702_343656700_2_0_0&sr_pri_blocks=668489702_343656700_2_0_0__895355&from_beach_sr=1&from=searchresults#hotelTmpl,30.9,5.0,Review score ,18.0,Standard Double Room
"Astoria Hotel
Opens in new window","Churchgate, Mumbai",https://www.booking.com/hotel/in/astoria-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=398&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=26013601_94638228_2_2_0&highlighted_blocks=26013601_94638228_2_2_0&matching_block_id=26013601_94638228_2_2_0&sr_pri_blocks=26013601_94638228_2_2_0__4389000&from_beach_sr=1&beach_sr_walking_distance=2635&from=searchresults#hotelTmpl,4.2,7.7,Good ,54.0,Superior Double Room
"Treebo Trend Olive Inn
Opens in new window","Central Suburbs, Mumbai",https://www.booking.com/hotel/in/treebo-olive-inn.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=399&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=239012201_350600974_0_1_0&highlighted_blocks=239012201_350600974_0_1_0&matching_block_id=239012201_350600974_0_1_0&sr_pri_blocks=239012201_350600974_0_1_0__2869676&from_beach_sr=1&from=searchresults#hotelTmpl,12.9,6.8,Review score ,291.0,[Sanitized] Standard Double or Twin Room
"OSI Service Apartments Bandra West
Opens in new window","Bandra, Mumbai",https://www.booking.com/hotel/in/osi-service-apartments.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=400&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910132&all_sr_blocks=713972202_333139128_4_0_0&highlighted_blocks=713972202_333139128_4_0_0&matching_block_id=713972202_333139128_4_0_0&sr_pri_blocks=713972202_333139128_4_0_0__3484000&from_beach_sr=1&beach_sr_walking_distance=1039&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,9.8,8.3,Very good ,13.0,One-Bedroom Apartment
"Hotel Alfa International
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/alfa-international.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=401&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660910148&all_sr_blocks=284412009_172636230_0_2_0&highlighted_blocks=284412009_172636230_0_2_0&matching_block_id=284412009_172636230_0_2_0&sr_pri_blocks=284412009_172636230_0_2_0__2052750&from_beach_sr=1&beach_sr_walking_distance=1220&from=searchresults#hotelTmpl,13.6,5.4,Review score ,42.0,Executive Triple Room
